label,message,target,char_count,word_count,num_sentences,clean_message
ham,Then she buying today? Ü no need to c meh...,0,44,10,3,buy today need meh
ham,Aight sorry I take ten years to shower. What's the plan?,0,56,11,3,aight sorri take ten year shower what plan
ham,Every monday..nxt week vl be completing..,0,41,6,3,everi mondaynxt week vl complet
ham,Might ax well im there.,0,23,5,2,might ax well im
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0,112,22,3,chill anoth hr could sleep pain surgic emerg see unfold okay
ham,Yeah I'll try to scrounge something up,0,38,7,1,yeah ill tri scroung someth
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0,159,33,5,crazi ar he marri like gd look guy fren like say he korean leona fave dun thk aft think mayb prob ill go
ham,Were somewhere on Fredericksburg,0,32,4,1,somewher fredericksburg
ham,Que pases un buen tiempo or something like that,0,47,9,1,que pa un buen tiempo someth like
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0,82,18,2,ok stay night xavier sleep bag im get tire
ham,She doesnt need any test.,0,25,5,2,doesnt need test
ham,"Nothing much, chillin at home. Any super bowl plan?",0,51,9,3,noth much chillin home super bowl plan
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",1,154,26,5,free day sexi st georg day pic jordantxt pic dont miss everi wk sauci celeb pic pocketbabecouk wk
ham,Bugis oso near wat...,0,21,4,2,bugi oso near wat
ham,Yo theres no class tmrw right?,0,30,6,2,yo there class tmrw right
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0,121,25,3,let ur heart ur compass ur mind ur map ur soul ur guid never loos worldgnun sent via way smscom
ham,"Goodnight, sleep well da please take care pa. Please.",0,53,9,3,goodnight sleep well da pleas take care pa pleas
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0,84,20,5,baaaaab miss youuuuu go teach class
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,0,81,16,1,ned convinc tht possibl witot hurt feel main
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0,152,32,4,good afternoon loverboy go day luck come way think sweeti send love across sea make smile happi
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0,131,26,4,start send blackberri torch nigeria find buyer melik month tell dad buy bb anyon oh
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0,327,63,8,ltgt pple marri lover becz hav gud undrstndng dat avoid problem sent di wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnd ltgt min whn read
ham,Yo dude guess who just got arrested the other day,0,49,10,1,yo dude guess got arrest day
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,65,13,4,shuhui say chang suntec steamboat noe
ham,What does the dance river do?,0,29,6,2,danc river
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0,207,42,5,yetund im sorri moji seem busi abl go shop pleas find way get want u get pleas forgiv repli free via yahoo messeng
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,114,24,4,hey realli pretti late want go lesson first join im reach tp mrt
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,101,19,2,hot live fantasi call per min ntt ltd po box croydon cr wb
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,0,49,11,2,bbq sat mine ish ur welcom come
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",0,106,20,1,dont know thing that wrong everyso often panick start goin bout bein good enough
ham,Alright. I'm out--have a good night!,0,36,6,3,alright im outhav good night
ham,Did you try making another butt.,0,32,6,2,tri make anoth butt
ham,Hope you are feeling great. Pls fill me in. Abiola,0,50,10,3,hope feel great pl fill abiola
ham,I though we shd go out n have some fun so bar in town or something – sound ok?,0,78,19,2,though shd go fun bar town someth sound ok
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,141,24,4,go write msg put dictionari mode cover screen hand press ltgt gentli remov ur hand interest
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,151,27,4,bear pic nick tom pete dick fact type tri gay chat photo upload call pmin stop text call
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,153,22,6,new mobil must go txt nokia collect todayfrom optout gbpmtmsg txtauction
ham,We're finally ready fyi,0,23,4,1,final readi fyi
ham,Auntie huai juan never pick up her phone,0,40,8,1,aunti huai juan never pick phone
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,159,24,3,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optoutlf
ham,"Ya tel, wats ur problem..",0,25,5,2,ya tel wat ur problem
ham,i dnt wnt to tlk wid u,0,22,7,1,dnt wnt tlk wid
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",0,153,29,6,spend day wait ideal path appear front u forget path made walk wait goodnight
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0,72,18,1,ok arm feel weak cuz got shot go anoth time
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0,203,32,5,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei alreadi see netno ticket availablei want book ticket tackl
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,324,79,20,storm msg wen lift phne say hello knw wt real mean hello name girl ye knw dat girl margaret hello girlfrnd grahmbel invnt telphon moralon get name person bt girlfrnd
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0,115,23,4,that ok pop ask bout someth said youd around tonght wen girl come
ham,All e best 4 ur exam later.,0,27,7,2,best ur exam later
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0,139,29,4,hope ur head doesnt hurt much plough way pile iron stay chinki tonight come round like
ham,Oh k.i think most of wi and nz players unsold.,0,46,10,3,oh ki think wi nz player unsold
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,115,24,4,haha got fast lose weight thk muz go month den got effect geelat go aust put bk weight
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,155,36,5,wonder got onlin love gone net cafe get phone recharg friend net think boytoy
ham,"Haha just kidding, papa needs drugs",0,35,6,1,haha kid papa need drug
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0,82,17,4,thk shld ya wana go lesson haha go one whole stretch
ham,Oh ok..,0,7,2,2,oh ok
ham,R we still meeting 4 dinner tonight?,0,36,7,2,still meet dinner tonight
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,0,73,14,3,that cool gentleman treat digniti respect
ham,Shall i start from hear.,0,24,5,2,shall start hear
ham,Then we wait 4 u lor... No need 2 feel bad lar...,0,49,12,3,wait lor need feel bad lar
ham,No did you check? I got his detailed message now,0,48,10,2,check got detail messag
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,155,27,6,regist sinco paye log icicibankcom enter urn ltgt confirm bewar fraud share disclos urn anyon
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0,93,18,1,decid peopl care stuff vote care stuff loser
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0,99,18,6,kaiez enjoy ur tuition gee thk second option sound beta ill go yan jiu den msg
ham,cool. We will have fun practicing making babies!,0,48,8,3,cool fun practic make babi
ham,Actually getting ready to leave the house.,0,42,7,2,actual get readi leav hous
ham,K..k..any special today?,0,24,3,4,kkani special today
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,163,26,5,urgent import inform user today lucki day find log onto fantast surpris await
ham,Then we gotta do it after that,0,30,7,1,got ta
ham,"I've got ten bucks, jay is being noncomittal",0,44,8,1,ive got ten buck jay noncomitt
ham,Where at were hungry too,0,24,5,1,hungri
ham,Pls speak to that customer machan.,0,34,6,2,pl speak custom machan
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,144,25,2,somewher beneath pale moon light someon think dream come true goodnit amp sweet dream
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,143,22,3,dear uve invit xchat final attempt contact txt chat pmsgrcvdhgsuit landsroww hl ldn yr
ham,So wats ur opinion abt him and how abt is character?,0,52,11,2,wat ur opinion abt abt charact
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,82,17,1,jay snicker tell total fuck chord speak
ham,No..few hours before.went to hair cut .,0,39,7,4,nofew hour beforew hair cut
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0,80,18,4,wonder co dun rem see silver car thk saw black one
ham,Lmao. Take a pic and send it to me.,0,35,9,3,lmao take pic send
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),0,78,14,2,speak feel word better silenc gud mrng
ham,No. She's currently in scotland for that.,0,41,7,3,she current scotland
ham,Do you work all this week ?,0,27,7,2,work week
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,150,25,3,congratul ur award either cd gift voucher free entri weekli draw txt music tnc win ppmx age
ham,Lol great now im getting hungry.,0,32,6,2,lol great im get hungri
ham,Yes.. now only saw your message..,0,33,6,3,ye saw messag
ham,I'll be at mu in like  &lt;#&gt;  seconds,0,41,8,1,ill mu like ltgt second
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,126,24,4,thing good thanx got exam march ive done revis fran still boyf ive got ta interviw exet bit worriedx
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0,166,32,1,tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari ill come
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,71,12,3,sale arsen dartboard good condit doubl trebl
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,141,30,3,dont look back build coat dont want get sick hurri home wear coat gym
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0,122,22,2,pain person thought alway tri keep everybodi happi time nobodi recognis alon
